auctionid,item,auction_type,price,estimated_market_value,winner,runner_up,winner_bid,runner_up_bid,winner_strategy,runner_up_strategy,winner_payoff,runner_up_payoff
3016384270,Palm Pilot M515 PDA,3 day auction,248.5,231.5,john_kar,daleydn,248.5,246.0,Late,Late,0.0,0.0
3016384507,Palm Pilot M515 PDA,3 day auction,270.0,231.5,janeandeli,daleydn,270.0,265.0,Late,Late,0.0,0.0
3016385067,Palm Pilot M515 PDA,3 day auction,260.04,231.5,johnoots631,fordpartsfast,260.04,255.04,Late,Late,0.0,0.0
3016427640,Palm Pilot M515 PDA,5 day auction,245.0,231.5,thee123,rxtoddsterr,245.0,245.0,Late,Late,0.0,0.0
3016429446,Palm Pilot M515 PDA,5 day auction,193.0,231.5,poolside48,bigmeesa,193.0,190.5,Late,Late,38.5,0.0
3016458866,Palm Pilot M515 PDA,3 day auction,212.5,231.5,dwalljax,arsalgon,212.5,210.0,Late,Late,19.0,0.0
3016459024,Palm Pilot M515 PDA,5 day auction,200.0,231.5,mlivas,ekarban,200.0,200.0,Late,Late,31.5,0.0
3016610859,Palm Pilot M515 PDA,7 day auction,222.5,231.5,skippy388@aol.com,ronitocarlucha,222.5,220.0,Late,Late,9.0,0.0
3016623337,Palm Pilot M515 PDA,3 day auction,232.5,231.5,toni621,romjongo,232.5,230.0,Late,Late,0.0,0.0
3016651485,Palm Pilot M515 PDA,3 day auction,212.5,231.5,nikehightops,mist236,212.5,210.0,Early,Late,19.0,0.0
3016710166,Palm Pilot M515 PDA,3 day auction,232.5,231.5,luckmansilk,ahostet,232.5,230.0,Late,Late,0.0,0.0
3016770041,Palm Pilot M515 PDA,7 day auction,227.5,231.5,jdwaite25,mpm45,227.5,225.0,Late,Late,4.0,0.0
3016771147,Palm Pilot M515 PDA,7 day auction,255.0,231.5,fayray5k,jillybilly32,255.0,250.0,Late,Late,0.0,0.0
3016832602,Palm Pilot M515 PDA,7 day auction,192.0,231.5,osgr1,dvsalama,192.0,190.0,Late,Late,39.5,0.0
3016891898,Palm Pilot M515 PDA,5 day auction,240.0,231.5,magggiecat,cathaileycat,240.0,237.5,Late,Late,0.0,0.0
3016892738,Palm Pilot M515 PDA,5 day auction,237.5,231.5,mammad,chinacrete,237.5,235.0,Late,Late,0.0,0.0
3016893433,Palm Pilot M515 PDA,5 day auction,225.0,231.5,mpm45,chevyshopper,225.0,165.0,Late,Late,6.5,0.0
3017449549,Palm Pilot M515 PDA,7 day auction,235.5,231.5,samsaralo,ihartvig,235.5,233.0,Late,Late,0.0,0.0
3017456210,Palm Pilot M515 PDA,7 day auction,232.5,231.5,deans_law,rajwani,232.5,230.0,Late,Late,0.0,0.0
3017457773,Palm Pilot M515 PDA,7 day auction,206.0,231.5,daryuvish,thrassos,206.0,203.51,Late,Late,25.5,0.0
3017533541,Palm Pilot M515 PDA,7 day auction,238.0,231.5,scarrletthro,havokzprodigy,238.0,235.5,Late,Late,0.0,0.0
3017602583,Palm Pilot M515 PDA,5 day auction,183.5,231.5,steebie98,weshead,183.5,181.0,Late,Late,48.0,0.0
3017626592,Palm Pilot M515 PDA,7 day auction,227.5,231.5,bazbdkb,2shake,227.5,225.0,Late,Late,4.0,0.0
3017676972,Palm Pilot M515 PDA,7 day auction,255.0,231.5,musiced99,echozulu,255.0,250.0,Late,Late,0.0,0.0
3017736272,Palm Pilot M515 PDA,7 day auction,238.0,231.5,queendomof4,jaroclay8,255.0,250.01,Late,Late,0.0,0.0
3017841326,Palm Pilot M515 PDA,7 day auction,238.0,231.5,zrt800,jpbaskets,238.0,235.5,Late,Late,0.0,0.0
3017907666,Palm Pilot M515 PDA,7 day auction,238.5,231.5,omaddog,arle75,238.5,236.0,Late,Late,0.0,0.0
3017911925,Palm Pilot M515 PDA,3 day auction,290.0,231.5,sunshineycarolyn,jwarren@barkani.com,290.0,290.0,Late,Late,0.0,0.0
3017923068,Palm Pilot M515 PDA,3 day auction,220.01,231.5,jmwingate,dwavedwave,220.01,217.51,Late,Late,11.490000000000009,0.0
3017950485,Palm Pilot M515 PDA,3 day auction,225.0,231.5,srcarguy@aol.com,bazbdkb,225.0,223.5,Late,Early,6.5,0.0
3018011210,Palm Pilot M515 PDA,7 day auction,243.5,231.5,jviales,julhale,243.5,241.0,Late,Late,0.0,0.0
3018065500,Palm Pilot M515 PDA,7 day auction,232.5,231.5,casnuts,julhale,232.5,230.0,Late,Late,0.0,0.0
3018091954,Palm Pilot M515 PDA,7 day auction,232.5,231.5,arle75,jda73,232.5,230.0,Late,Late,0.0,0.0
3018131250,Palm Pilot M515 PDA,5 day auction,225.0,231.5,ablotkamp,fhe13,225.0,223.89,Late,Late,6.5,0.0
3018228635,Palm Pilot M515 PDA,7 day auction,242.5,231.5,balandran,carr2n,242.5,240.0,Late,Late,0.0,0.0
3018288277,Palm Pilot M515 PDA,7 day auction,241.5,231.5,billyboy003,galaxymom8714,241.5,239.0,Late,Late,0.0,0.0
3018375809,Palm Pilot M515 PDA,7 day auction,217.52,231.5,charylouis,paramedic1865,217.52,215.02,Late,Late,13.97999999999999,0.0
3018453060,Palm Pilot M515 PDA,3 day auction,266.0,231.5,gerryhe59,robingenisis,266.0,261.0,Late,Late,0.0,0.0
3018457930,Palm Pilot M515 PDA,7 day auction,227.5,231.5,aabbiding,reharrell,227.5,225.0,Late,Late,4.0,0.0
3018581708,Palm Pilot M515 PDA,7 day auction,234.5,231.5,ogilvy0796,dosborne7474,234.5,232.0,Late,Late,0.0,0.0
3018594562,Palm Pilot M515 PDA,3 day auction,244.0,231.5,broadcastman23,tdeegs1@attbi.com,244.0,241.5,Late,Late,0.0,0.0
3018604649,Palm Pilot M515 PDA,7 day auction,237.5,231.5,bebedah7,teflood@uncg.edu,237.5,235.0,Late,Late,0.0,0.0
3018623685,Palm Pilot M515 PDA,7 day auction,222.5,231.5,tlinglin,bebedah7,222.5,220.0,Late,Late,9.0,0.0
3018632224,Palm Pilot M515 PDA,7 day auction,214.5,231.5,burtis_323,scottbowen,214.5,212.0,Late,Late,17.0,0.0
3018729635,Palm Pilot M515 PDA,7 day auction,247.5,231.5,thetrimmer,hmleedds,247.5,245.0,Late,Late,0.0,0.0
3018732453,Palm Pilot M515 PDA,5 day auction,212.5,231.5,narlab,jetkona,212.5,210.0,Late,Late,19.0,0.0
3018738379,Palm Pilot M515 PDA,5 day auction,250.0,231.5,docrisser30,hmleedds,250.0,248.0,Late,Late,0.0,0.0
3018788243,Palm Pilot M515 PDA,7 day auction,245.0,231.5,kjtucker76,reharrell,245.0,243.0,Late,Late,0.0,0.0
3018792064,Palm Pilot M515 PDA,7 day auction,225.0,231.5,mustang386@aol.com,jerrylwargames,225.0,223.0,Late,Late,6.5,0.0
3018868918,Palm Pilot M515 PDA,3 day auction,224.72,231.5,julhale,narlab,224.72,222.22,Late,Late,6.780000000000001,0.0
3018904443,Palm Pilot M515 PDA,7 day auction,222.5,231.5,hmleedds,ladymi1081,222.5,220.0,Late,Late,9.0,0.0
3018964794,Palm Pilot M515 PDA,5 day auction,212.0,231.5,celinacat,ann1230_11,212.0,210.0,Late,Late,19.5,0.0
3018989545,Palm Pilot M515 PDA,7 day auction,283.5,231.5,adriana1970,alexbaker98,283.5,280.5,Late,Late,0.0,0.0
3018994053,Palm Pilot M515 PDA,3 day auction,177.5,231.5,paramedic1865,therenoracer,177.5,175.0,Late,Late,54.0,0.0
3019008453,Palm Pilot M515 PDA,3 day auction,222.5,231.5,galaxymom8714,scottbowen,222.5,220.0,Late,Early,9.0,0.0
3019070859,Palm Pilot M515 PDA,7 day auction,228.01,231.5,tzina,sh3100,228.01,225.51,Late,Late,3.490000000000009,0.0
3019086590,Palm Pilot M515 PDA,7 day auction,207.5,231.5,dbessone,dtran908,207.5,205.0,Late,Late,24.0,0.0
3019100520,Palm Pilot M515 PDA,7 day auction,230.5,231.5,fbousell,reharrell,230.5,228.0,Late,Late,1.0,0.0
3019119068,Palm Pilot M515 PDA,7 day auction,200.0,231.5,vpspr,kyjessmom,200.0,200.0,Late,Late,31.5,0.0
3019146651,Palm Pilot M515 PDA,7 day auction,240.0,231.5,saltcreekenterprises,keen.ken,240.0,237.5,Late,Late,0.0,0.0
3019148335,Palm Pilot M515 PDA,7 day auction,232.5,231.5,kenjimfu,reharrell,232.5,230.0,Late,Late,0.0,0.0
3019173309,Palm Pilot M515 PDA,7 day auction,230.0,231.5,turtlesteele,navid_k,230.0,230.0,Late,Late,1.5,0.0
3019224930,Palm Pilot M515 PDA,5 day auction,195.1,231.5,virginia650,milasalang,195.1,192.6,Late,Late,36.400000000000006,0.0
3019245076,Palm Pilot M515 PDA,7 day auction,232.5,231.5,masterpiece321,reharrell,232.5,230.0,Late,Late,0.0,0.0
3019259186,Palm Pilot M515 PDA,7 day auction,245.0,231.5,dtran908,verstovia16,245.0,242.5,Late,Late,0.0,0.0
3019271858,Palm Pilot M515 PDA,7 day auction,245.0,231.5,vazeerys,jster32,245.0,244.5,Late,Late,0.0,0.0
3019326300,Palm Pilot M515 PDA,7 day auction,207.5,231.5,jaybird0_1,chris20w77,207.5,205.0,Late,Late,24.0,0.0
3019326870,Palm Pilot M515 PDA,7 day auction,237.5,231.5,wuzzie01,reharrell,237.5,235.0,Late,Late,0.0,0.0
3019342231,Palm Pilot M515 PDA,7 day auction,186.51,231.5,bpsmit28,mzc64,186.51,185.03,Late,Late,44.99000000000001,0.0
3019342390,Palm Pilot M515 PDA,5 day auction,211.5,231.5,ladymi1081,plato250,211.5,209.0,Late,Late,20.0,0.0
3019354114,Palm Pilot M515 PDA,5 day auction,232.5,231.5,rulys_closet,kreggk,232.5,230.0,Late,Late,0.0,0.0
3019428008,Palm Pilot M515 PDA,7 day auction,240.5,231.5,reharrell,tuannyan,240.5,238.0,Late,Late,0.0,0.0
3019459282,Palm Pilot M515 PDA,7 day auction,232.5,231.5,ralph86,bellefeuille02360,232.5,230.0,Late,Late,0.0,0.0
3019508285,Palm Pilot M515 PDA,3 day auction,255.0,231.5,kewled,tide3146,255.0,250.0,Late,Early,0.0,0.0
3019515786,Palm Pilot M515 PDA,7 day auction,265.0,231.5,dr.feelgoodxxx,coachbarnett1,265.0,260.0,Late,Late,0.0,0.0
3019516140,Palm Pilot M515 PDA,7 day auction,220.0,231.5,chris20w77,ike_grady,220.0,219.0,Late,Late,11.5,0.0
3019530013,Palm Pilot M515 PDA,7 day auction,250.01,231.5,doctorg9,tide3146,250.01,250.0,Late,Early,0.0,0.0
3019540740,Palm Pilot M515 PDA,7 day auction,255.0,231.5,lordbolic,coachbarnett1,255.0,250.0,Late,Late,0.0,0.0
3019559023,Palm Pilot M515 PDA,3 day auction,217.5,231.5,bearsioux,cruncheese@aol.com,217.5,215.0,Late,Late,14.0,0.0
3019610737,Palm Pilot M515 PDA,7 day auction,250.0,231.5,rolfhubert,coachbarnett1,250.0,250.0,Late,Late,0.0,0.0
3019696199,Palm Pilot M515 PDA,7 day auction,247.5,231.5,john0526,tabmeout,247.5,245.0,Late,Late,0.0,0.0
3019716900,Palm Pilot M515 PDA,5 day auction,244.72,231.5,rjc5440@aol.com,heatrichi,244.72,242.22,Late,Late,0.0,0.0
3019783040,Palm Pilot M515 PDA,7 day auction,232.5,231.5,jeremyballen@hotmail.com,bluelagoon1234,232.5,230.0,Late,Late,0.0,0.0
3019821569,Palm Pilot M515 PDA,7 day auction,240.0,231.5,promoworld5,mel1kkg,240.0,240.0,Late,Late,0.0,0.0
3019873456,Palm Pilot M515 PDA,7 day auction,242.51,231.5,daryl612,bluelagoon1234,242.51,240.01,Late,Late,0.0,0.0
3019881842,Palm Pilot M515 PDA,3 day auction,260.0,231.5,eptaylo2,alexbaker98,260.0,256.09,Late,Late,0.0,0.0
3019972424,Palm Pilot M515 PDA,7 day auction,242.5,231.5,sdkbd,elbooko,242.5,240.0,Late,Late,0.0,0.0
3019975492,Palm Pilot M515 PDA,5 day auction,202.5,231.5,chaquita,gprixwvu@yahoo.com,202.5,200.0,Late,Late,29.0,0.0
3020017121,Palm Pilot M515 PDA,7 day auction,247.5,231.5,paintballer78@hotmail.com,bluelagoon1234,247.5,245.0,Late,Late,0.0,0.0
3020026227,Palm Pilot M515 PDA,7 day auction,235.0,231.5,elbooko,cgb2002,235.0,232.5,Late,Late,0.0,0.0
3020060476,Palm Pilot M515 PDA,7 day auction,230.0,231.5,wshui,cgb2002,230.0,227.5,Late,Late,1.5,0.0
3020109475,Palm Pilot M515 PDA,7 day auction,217.5,231.5,dzgirl2003,cathaileycat,217.5,215.0,Late,Late,14.0,0.0
3020125049,Palm Pilot M515 PDA,7 day auction,228.49,231.5,bmcp99,dzgirl2003,228.49,225.99,Late,Late,3.009999999999991,0.0
3020143804,Palm Pilot M515 PDA,7 day auction,232.5,231.5,canis58,9600ggp,232.5,230.0,Late,Late,0.0,0.0
3020157897,Palm Pilot M515 PDA,3 day auction,227.5,231.5,zsmitgea,probass3,227.5,225.0,Late,Late,4.0,0.0
3020159852,Palm Pilot M515 PDA,7 day auction,225.0,231.5,dzgirl2003,cntrygl29,225.0,202.5,Late,Late,6.5,0.0
3020160387,Palm Pilot M515 PDA,7 day auction,208.0,231.5,cntrygl29,tweetybird_one@yahoo.com,208.0,205.5,Late,Late,23.5,0.0
3020237085,Palm Pilot M515 PDA,7 day auction,245.0,231.5,brucekassoc,samtemple,245.0,230.0,Late,Late,0.0,0.0
3020237201,Palm Pilot M515 PDA,7 day auction,232.5,231.5,barkleydog001,longdoggirl,232.5,230.0,Late,Late,0.0,0.0
3020242442,Palm Pilot M515 PDA,3 day auction,270.0,231.5,boogabuster,gidionlab,270.0,265.0,Early,Early,0.0,0.0
3020257463,Palm Pilot M515 PDA,7 day auction,244.5,231.5,cdrury18,kagsag5,244.5,242.0,Late,Late,0.0,0.0
3020274575,Palm Pilot M515 PDA,7 day auction,200.0,231.5,spirontech,hornetstinger92,200.0,175.0,Late,Late,31.5,0.0
3020329965,Palm Pilot M515 PDA,7 day auction,217.5,231.5,hornetstinger92,josetteamy,217.5,215.0,Late,Late,14.0,0.0
3020334869,Palm Pilot M515 PDA,7 day auction,240.01,231.5,vonchong1,graftonalamo,240.01,238.5,Late,Late,0.0,0.0
3020382619,Palm Pilot M515 PDA,7 day auction,217.5,231.5,kagsag5,jfree6280,217.5,215.0,Late,Late,14.0,0.0
3020431774,Palm Pilot M515 PDA,7 day auction,232.5,231.5,livemusics,cntrygl29,232.5,230.0,Late,Late,0.0,0.0
3020435332,Palm Pilot M515 PDA,7 day auction,212.5,231.5,golfpinkyandthebrain,hornetstinger92,212.5,210.0,Late,Late,19.0,0.0
3020454530,Palm Pilot M515 PDA,7 day auction,227.5,231.5,graftonalamo,pencrafter@wi.rr.com,227.5,225.0,Late,Late,4.0,0.0
3020526277,Palm Pilot M515 PDA,7 day auction,212.5,231.5,491142,josetteamy,212.5,210.0,Late,Late,19.0,0.0
3020532816,Palm Pilot M515 PDA,7 day auction,227.5,231.5,graftonalamo,biged091371,227.5,225.0,Late,Late,4.0,0.0
3020562562,Palm Pilot M515 PDA,7 day auction,250.0,231.5,buster_ag,cdellacqua,250.0,250.0,Late,Late,0.0,0.0
3020573049,Palm Pilot M515 PDA,3 day auction,220.0,231.5,ptaviz,pepperhds,220.0,217.5,Early,Late,11.5,0.0
3020632534,Palm Pilot M515 PDA,3 day auction,265.0,231.5,bvsapa@hotmail.com,jamaca522,265.0,260.0,Early,Early,0.0,0.0
3020684186,Palm Pilot M515 PDA,3 day auction,202.5,231.5,vonnie1977,televisionwiz,202.5,200.0,Late,Late,29.0,0.0
3020701670,Palm Pilot M515 PDA,5 day auction,265.0,231.5,melfaria,jacmatute,265.0,260.0,Late,Late,0.0,0.0
3020805007,Palm Pilot M515 PDA,5 day auction,232.5,231.5,rusbec6,jabarcher,232.5,230.0,Late,Late,0.0,0.0
3020818693,Palm Pilot M515 PDA,3 day auction,202.5,231.5,marlon369,jwfair,202.5,200.0,Late,Early,29.0,0.0
3020823944,Palm Pilot M515 PDA,5 day auction,237.5,231.5,carmloriga,bergita1@aol.com,237.5,235.0,Late,Late,0.0,0.0
3021003299,Palm Pilot M515 PDA,3 day auction,245.0,231.5,co2bud,ion7777,245.0,245.0,Late,Late,0.0,0.0
3021855303,Palm Pilot M515 PDA,7 day auction,199.99,231.5,batches,jimainpa@aol.com,199.99,191.05,Late,Late,31.50999999999999,0.0
3021870696,Palm Pilot M515 PDA,7 day auction,240.0,231.5,skit7815,nkcjwc,240.0,185.0,Late,Late,0.0,0.0
3021884961,Palm Pilot M515 PDA,7 day auction,227.5,231.5,flatblizzard,tshooky,227.5,225.0,Late,Late,4.0,0.0
3021965054,Palm Pilot M515 PDA,7 day auction,177.5,231.5,jimainpa@aol.com,cole7810,177.5,175.0,Late,Late,54.0,0.0
3021984260,Palm Pilot M515 PDA,7 day auction,240.0,231.5,donblau1,jonarocket,240.0,238.8,Late,Late,0.0,0.0
3022000145,Palm Pilot M515 PDA,7 day auction,245.0,231.5,wburton555@aol.com,princerichard,245.0,242.5,Late,Late,0.0,0.0
3022303986,Palm Pilot M515 PDA,7 day auction,227.5,231.5,alphapat1,kenrayborn,227.5,225.0,Late,Late,4.0,0.0
3022352711,Palm Pilot M515 PDA,7 day auction,217.0,231.5,is_that_you,holly--golightly,217.0,215.0,Late,Late,14.5,0.0
3022476363,Palm Pilot M515 PDA,7 day auction,255.01,231.5,mhserenity,toaste1,255.01,250.23,Late,Late,0.0,0.0
3022527291,Palm Pilot M515 PDA,7 day auction,222.5,231.5,daveum,filaan,222.5,220.0,Late,Late,9.0,0.0
3022613118,Palm Pilot M515 PDA,3 day auction,232.5,231.5,lazarogonzalez,silvrfox@lcc.net,232.5,230.0,Late,Late,0.0,0.0
3022668008,Palm Pilot M515 PDA,3 day auction,210.1,231.5,wichita_woman,raulbillini,210.1,210.0,Early,Late,21.400000000000006,0.0
3022716748,Palm Pilot M515 PDA,7 day auction,213.51,231.5,rickloveice,camotor1@aol.com,213.51,211.01,Late,Late,17.99000000000001,0.0
3022774388,Palm Pilot M515 PDA,7 day auction,207.5,231.5,rob1951,brokenstarre9,207.5,205.0,Late,Late,24.0,0.0
3022783472,Palm Pilot M515 PDA,7 day auction,215.0,231.5,jsanfla,maya_072101,215.0,215.0,Late,Late,16.5,0.0
3022785804,Palm Pilot M515 PDA,7 day auction,242.5,231.5,cakac,carleneart@aol.com,242.5,240.0,Late,Late,0.0,0.0
3022814911,Palm Pilot M515 PDA,3 day auction,225.0,231.5,sennol,austintechguy66,225.0,224.0,Late,Late,6.5,0.0
3022847852,Palm Pilot M515 PDA,5 day auction,217.5,231.5,rdedmond,maya_072101,217.5,215.0,Late,Late,14.0,0.0
3022878518,Palm Pilot M515 PDA,7 day auction,232.5,231.5,wkawk,cstawski,232.5,230.0,Late,Late,0.0,0.0
3022969296,Palm Pilot M515 PDA,7 day auction,227.5,231.5,talismansround,texan44,227.5,225.0,Late,Late,4.0,0.0
3023004423,Palm Pilot M515 PDA,5 day auction,227.5,231.5,dopplebock43,quesadice,227.5,225.0,Late,Late,4.0,0.0
3023120360,Palm Pilot M515 PDA,7 day auction,227.5,231.5,oli511,atcidro,227.5,225.0,Late,Late,4.0,0.0
3023163333,Palm Pilot M515 PDA,7 day auction,247.5,231.5,dmelnick,mianfei,247.5,245.0,Late,Late,0.0,0.0
3023174478,Palm Pilot M515 PDA,5 day auction,255.0,231.5,darcy1928,gi-n-jose,255.0,250.0,Late,Late,0.0,0.0
3023175174,Palm Pilot M515 PDA,5 day auction,218.15,231.5,adam7523,wwchang,218.15,215.65,Late,Late,13.349999999999994,0.0
3023187210,Palm Pilot M515 PDA,3 day auction,235.02,231.5,rustywrench072,jbing25,235.02,232.52,Late,Late,0.0,0.0
3023249693,Palm Pilot M515 PDA,3 day auction,250.01,231.5,toaste1,cheldag,250.01,247.51,Late,Late,0.0,0.0
3023251181,Palm Pilot M515 PDA,5 day auction,207.5,231.5,mtshughes,sebassorondo,207.5,205.0,Late,Early,24.0,0.0
3023263834,Palm Pilot M515 PDA,7 day auction,265.0,231.5,grinderpman,gi-n-jose,265.0,260.0,Late,Late,0.0,0.0
3023275213,Palm Pilot M515 PDA,3 day auction,227.5,231.5,tej1125,daveum,227.5,225.0,Late,Early,4.0,0.0
3023355964,Palm Pilot M515 PDA,3 day auction,222.5,231.5,rdedmond,cathaileycat,222.5,220.0,Late,Late,9.0,0.0
3023387988,Palm Pilot M515 PDA,7 day auction,227.5,231.5,ginapaonessa,kenrayborn,227.5,225.0,Early,Late,4.0,0.0
3023389524,Palm Pilot M515 PDA,5 day auction,212.5,231.5,randywood658,minnewthecat,212.5,210.0,Early,Early,19.0,0.0
3023456362,Palm Pilot M515 PDA,3 day auction,214.5,231.5,gibbyinaz,sooner-bobbo,214.5,212.0,Late,Late,17.0,0.0
3023474060,Palm Pilot M515 PDA,7 day auction,242.5,231.5,gregstewart1952,josetteamy,242.5,240.0,Late,Late,0.0,0.0
3023568805,Palm Pilot M515 PDA,3 day auction,211.0,231.5,sleep0_2,doubl00,211.0,210.0,Late,Late,20.5,0.0
3023574629,Palm Pilot M515 PDA,3 day auction,208.88,231.5,deborahpan,adamsees,208.88,206.38,Late,Late,22.620000000000005,0.0
3023583801,Palm Pilot M515 PDA,3 day auction,203.5,231.5,wwchang,kudzu96,203.5,201.0,Late,Late,28.0,0.0
3023639205,Palm Pilot M515 PDA,7 day auction,222.5,231.5,mainman1darts,deniselovely,222.5,220.0,Late,Late,9.0,0.0
3023639316,Palm Pilot M515 PDA,7 day auction,212.5,231.5,bigolmatt,bozleyone,212.5,210.0,Late,Late,19.0,0.0
3023647851,Palm Pilot M515 PDA,7 day auction,255.5,231.5,jenniferdugan,webersole,255.5,251.0,Late,Late,0.0,0.0
3023653116,Palm Pilot M515 PDA,5 day auction,182.5,231.5,g0168,appliancemedic,182.5,180.0,Late,Late,49.0,0.0
3023653148,Palm Pilot M515 PDA,5 day auction,202.5,231.5,bowenken,luislazo,202.5,200.0,Late,Late,29.0,0.0
3023653216,Palm Pilot M515 PDA,7 day auction,201.01,231.5,steph47425@hotmail.com,schneids2,201.01,201.0,Late,Late,30.49000000000001,0.0
3023653463,Palm Pilot M515 PDA,7 day auction,204.03,231.5,hasselblad2250,donedeal,204.03,201.53,Late,Late,27.47,0.0
3023680963,Palm Pilot M515 PDA,7 day auction,232.5,231.5,jmhboots,sunny789456,232.5,230.0,Late,Late,0.0,0.0
3023700043,Palm Pilot M515 PDA,7 day auction,228.01,231.5,sbtery6,taalbers,228.01,225.51,Late,Late,3.490000000000009,0.0
3023746524,Palm Pilot M515 PDA,7 day auction,177.0,231.5,angelsophia22,jflegal,177.0,175.0,Late,Late,54.5,0.0
3023748273,Palm Pilot M515 PDA,7 day auction,190.0,231.5,chizass,cellthiz,190.0,190.0,Late,Late,41.5,0.0
3023754303,Palm Pilot M515 PDA,3 day auction,242.5,231.5,hillfurn,buckx2,242.5,240.0,Late,Late,0.0,0.0
3023864656,Palm Pilot M515 PDA,7 day auction,202.5,231.5,mike-jordan,snowy656,202.5,200.0,Late,Early,29.0,0.0
3023876273,Palm Pilot M515 PDA,7 day auction,242.5,231.5,chet_o,andreahmb,242.5,240.0,Late,Late,0.0,0.0
3023885393,Palm Pilot M515 PDA,3 day auction,222.5,231.5,thomrv08,branson99,222.5,220.0,Late,Late,9.0,0.0
3023885982,Palm Pilot M515 PDA,7 day auction,239.01,231.5,lthornton,akphotog,239.01,237.99,Late,Late,0.0,0.0
3023898379,Palm Pilot M515 PDA,7 day auction,240.0,231.5,rtb7777,gairec,240.0,210.0,Late,Late,0.0,0.0
3023962700,Palm Pilot M515 PDA,7 day auction,236.99,231.5,apsie068,andysher,236.99,234.49,Late,Late,0.0,0.0
3024052380,Palm Pilot M515 PDA,7 day auction,207.5,231.5,skirr31,debofr,207.5,205.0,Late,Late,24.0,0.0
3024061761,Palm Pilot M515 PDA,3 day auction,212.5,231.5,sleep0_2,soardiva,212.5,210.0,Late,Late,19.0,0.0
3024062340,Palm Pilot M515 PDA,3 day auction,202.5,231.5,sleep0_2,pbwolf2003,202.5,200.0,Late,Late,29.0,0.0
3024095861,Palm Pilot M515 PDA,7 day auction,237.5,231.5,wreckdivercr,babatso,237.5,235.0,Late,Late,0.0,0.0
3024119831,Palm Pilot M515 PDA,7 day auction,237.65,231.5,holly--golightly,skirr31,237.65,235.15,Late,Late,0.0,0.0
3024124623,Palm Pilot M515 PDA,7 day auction,280.0,231.5,lurwin,warrencheryl,280.0,275.0,Late,Late,0.0,0.0
3024165142,Palm Pilot M515 PDA,7 day auction,205.0,231.5,mike-jordan,5nova7,205.0,205.0,Late,Late,26.5,0.0
3024179301,Palm Pilot M515 PDA,7 day auction,217.75,231.5,orangebulldog2t,56bldgs,217.75,215.25,Late,Late,13.75,0.0
3024264085,Palm Pilot M515 PDA,7 day auction,242.5,231.5,hadjiaeh,sunny789456,242.5,240.0,Late,Late,0.0,0.0
3024267974,Palm Pilot M515 PDA,3 day auction,217.5,231.5,josetteamy,jss42@cornell.edu,217.5,215.0,Late,Late,14.0,0.0
3024274951,Palm Pilot M515 PDA,7 day auction,187.52,231.5,stuart1701,warrencheryl,187.52,185.02,Late,Late,43.97999999999999,0.0
3024287595,Palm Pilot M515 PDA,7 day auction,225.0,231.5,yopto,dmayad,225.0,210.0,Late,Late,6.5,0.0
3024290827,Palm Pilot M515 PDA,7 day auction,240.0,231.5,gi-n-jose,play2win008,240.0,238.0,Late,Late,0.0,0.0
3024307014,Palm Pilot M515 PDA,3 day auction,202.5,231.5,sleep0_2,pcbhombre,202.5,200.0,Late,Late,29.0,0.0
3024307294,Palm Pilot M515 PDA,3 day auction,202.5,231.5,mdtwerski,pbwolf2003,202.5,200.0,Late,Early,29.0,0.0
3024361363,Palm Pilot M515 PDA,7 day auction,232.5,231.5,unlikerest,santiago0430,232.5,230.0,Late,Late,0.0,0.0
3024406300,Palm Pilot M515 PDA,7 day auction,200.0,231.5,schulzhdp,pizsat,200.0,200.0,Late,Late,31.5,0.0
3024416642,Palm Pilot M515 PDA,7 day auction,202.5,231.5,nikitagn,schulzhdp,202.5,200.0,Late,Late,29.0,0.0
3024428241,Palm Pilot M515 PDA,3 day auction,197.62,231.5,schneids2,postrio,197.62,195.12,Late,Late,33.879999999999995,0.0
3024428283,Palm Pilot M515 PDA,3 day auction,202.5,231.5,yvettecbruce,unlikerest,202.5,200.0,Late,Late,29.0,0.0
3024471745,Palm Pilot M515 PDA,3 day auction,202.49,231.5,postrio,sleep0_2,202.49,199.99,Late,Early,29.00999999999999,0.0
3024487267,Palm Pilot M515 PDA,7 day auction,226.01,231.5,jonarocket,mac1us,226.01,223.51,Late,Late,5.490000000000009,0.0
3024527409,Palm Pilot M515 PDA,7 day auction,230.0,231.5,qezef,mytscrumptious,230.0,227.5,Late,Late,1.5,0.0
3024568877,Palm Pilot M515 PDA,7 day auction,247.5,231.5,patty*cakes,tim6151,247.5,245.0,Late,Late,0.0,0.0
3024579326,Palm Pilot M515 PDA,7 day auction,237.5,231.5,alicialmws,sarahbgrace,237.5,235.0,Late,Late,0.0,0.0
3024579522,Palm Pilot M515 PDA,7 day auction,209.02,231.5,txson,villap,209.02,207.5,Late,Late,22.47999999999999,0.0
3024582522,Palm Pilot M515 PDA,7 day auction,255.0,231.5,sarahbgrace,ray8667,255.0,250.0,Late,Late,0.0,0.0
3024659380,Palm Pilot M515 PDA,7 day auction,262.61,231.5,jvsorensen,jbd1006,262.61,260.0,Late,Late,0.0,0.0
3024662462,Palm Pilot M515 PDA,3 day auction,207.49,231.5,rozzie81,sdsfi13,207.49,204.99,Late,Early,24.00999999999999,0.0
